ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,Traffic,VehicleWeight,Demand,NormalizedDemand,Price,Date,AvgCompetitorPrice,MinCompetitorPrice,NearbyLots,Fullness,AdjustedPrice,RerouteSuggested
1493,BHMBCCTHL01,387,26.14449459,91.73620513,121,car,low,2,0,14-10-2016,08:27:00,2016-10-14 08:27:00,0.0,1.0,1.7250645994832041,0.23198258179090953,12.319825817909095,2016-10-14,13.643662654156751,11.264057589757098,12.0,0.31266149870801035,13.319825817909095,False
1495,BHMBCCTHL01,387,26.14449459,91.73620513,184,car,low,3,0,14-10-2016,09:27:00,2016-10-14 09:27:00,0.0,1.0,2.0901808785529714,0.3015553657916358,13.015553657916357,2016-10-14,13.643662654156751,11.264057589757098,12.0,0.4754521963824289,14.015553657916357,False
1496,BHMBCCTHL01,387,26.14449459,91.73620513,219,bike,low,4,0,14-10-2016,10:01:00,2016-10-14 10:01:00,0.0,0.5,1.9263565891472867,0.2703387026235817,12.703387026235816,2016-10-14,13.643662654156751,11.264057589757098,12.0,0.5658914728682171,13.703387026235816,False
1499,BHMBCCTHL01,387,26.14449459,91.73620513,273,car,high,7,0,14-10-2016,11:27:00,2016-10-14 11:27:00,1.0,1.0,3.182170542635659,0.5096336284859522,15.096336284859522,2016-10-14,13.643662654156751,11.264057589757098,12.0,0.7054263565891473,15.096336284859522,False
1500,BHMBCCTHL01,387,26.14449459,91.73620513,291,car,high,8,0,14-10-2016,12:01:00,2016-10-14 12:01:00,1.0,1.0,3.5007751937984493,0.5703436374547388,15.703436374547389,2016-10-14,13.643662654156751,11.264057589757098,12.0,0.751937984496124,15.703436374547389,False
1502,BHMBCCTHL01,387,26.14449459,91.73620513,305,car,high,7,0,14-10-2016,13:01:00,2016-10-14 13:01:00,1.0,1.0,3.2152454780361754,0.5159360462864426,15.159360462864427,2016-10-14,13.643662654156751,11.264057589757098,12.0,0.7881136950904393,15.159360462864427,False
1506,BHMBCCTHL01,387,26.14449459,91.73620513,299,bike,low,2,0,14-10-2016,15:01:00,2016-10-14 15:01:00,0.0,0.5,1.4090439276485789,0.17176494921278626,11.717649492127862,2016-10-14,13.643662654156751,11.264057589757098,12.0,0.772609819121447,12.717649492127862,False
1508,BHMBCCTHL01,387,26.14449459,91.73620513,251,car,low,2,0,14-10-2016,16:01:00,2016-10-14 16:01:00,0.0,1.0,1.8594315245478037,0.25758615410540187,12.575861541054019,2016-10-14,13.643662654156751,11.264057589757098,12.0,0.648578811369509,13.575861541054019,False
1510,BHMBCCTHL01,387,26.14449459,91.73620513,92,car,low,1,0,15-10-2016,08:01:00,2016-10-15 08:01:00,0.0,1.0,1.3950904392764858,0.16910611670320436,11.691061167032045,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.23772609819121446,12.691061167032045,False
1513,BHMBCCTHL01,387,26.14449459,91.73620513,167,car,low,1,0,15-10-2016,09:27:00,2016-10-15 09:27:00,0.0,1.0,1.472609819121447,0.18387740842310377,11.838774084231039,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.4315245478036176,12.838774084231039,False
1514,BHMBCCTHL01,387,26.14449459,91.73620513,206,car,low,3,0,15-10-2016,10:01:00,2016-10-15 10:01:00,0.0,1.0,2.1129198966408267,0.30588827802947294,13.058882780294729,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.5322997416020672,14.058882780294729,False
1515,BHMBCCTHL01,387,26.14449459,91.73620513,230,car,low,3,0,15-10-2016,10:27:00,2016-10-15 10:27:00,0.0,1.0,2.1377260981912145,0.3106150913798408,13.106150913798409,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.5943152454780362,14.106150913798409,False
1517,BHMBCCTHL01,387,26.14449459,91.73620513,290,car,high,7,0,15-10-2016,11:27:00,2016-10-15 11:27:00,1.0,1.0,3.199741602067183,0.5129817879424627,15.129817879424628,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.7493540051679587,15.129817879424628,False
1518,BHMBCCTHL01,387,26.14449459,91.73620513,313,bike,high,7,0,15-10-2016,12:01:00,2016-10-15 12:01:00,1.0,0.5,2.7235142118863047,0.422236819143214,14.222368191432139,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.8087855297157622,14.222368191432139,False
1519,BHMBCCTHL01,387,26.14449459,91.73620513,335,car,high,8,0,15-10-2016,12:27:00,2016-10-15 12:27:00,1.0,1.0,3.54625322997416,0.5790094619304131,15.790094619304131,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.8656330749354005,15.790094619304131,False
1520,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,7,0,15-10-2016,13:01:00,2016-10-15 13:01:00,1.0,1.0,3.256589147286822,0.5238140685370557,15.238140685370558,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.8914728682170543,15.238140685370558,False
1524,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,low,2,0,15-10-2016,15:01:00,2016-10-15 15:01:00,0.0,1.0,1.9565891472868218,0.2760995063943425,12.760995063943426,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.8914728682170543,13.760995063943426,False
1525,BHMBCCTHL01,387,26.14449459,91.73620513,345,truck,low,3,0,15-10-2016,15:27:00,2016-10-15 15:27:00,0.0,1.5,2.756589147286822,0.4285392369437045,14.285392369437044,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.8914728682170543,14.285392369437044,False
1526,BHMBCCTHL01,387,26.14449459,91.73620513,344,truck,low,3,0,15-10-2016,16:01:00,2016-10-15 16:01:00,0.0,1.5,2.7555555555555555,0.4283422863874391,14.28342286387439,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.8888888888888888,14.28342286387439,False
1527,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,low,2,0,15-10-2016,16:27:00,2016-10-15 16:27:00,0.0,1.0,1.9452196382428941,0.2739330502754239,12.739330502754239,2016-10-15,13.306610140451733,10.627129654058143,12.0,0.8630490956072352,13.739330502754239,False
1528,BHMBCCTHL01,387,26.14449459,91.73620513,134,car,low,2,1,16-10-2016,08:04:00,2016-10-16 08:04:00,0.0,1.0,1.838501291989664,0.253597905341029,12.535979053410289,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.3462532299741602,13.535979053410289,False
1530,BHMBCCTHL01,387,26.14449459,91.73620513,249,car,low,3,1,16-10-2016,09:01:00,2016-10-16 09:01:00,0.0,1.0,2.257364341085271,0.3334121182675522,13.334121182675522,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.6434108527131783,14.334121182675522,False
1531,BHMBCCTHL01,387,26.14449459,91.73620513,336,bike,low,3,1,16-10-2016,09:27:00,2016-10-16 09:27:00,0.0,0.5,1.8472868217054264,0.2552719850692843,12.552719850692844,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.8682170542635659,13.552719850692844,False
1532,BHMBCCTHL01,387,26.14449459,91.73620513,342,car,low,4,1,16-10-2016,10:04:00,2016-10-16 10:04:00,0.0,1.0,2.6534883720930234,0.40889341895623826,14.088934189562384,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.8837209302325582,15.088934189562384,False
1533,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,high,8,1,16-10-2016,10:34:00,2016-10-16 10:34:00,1.0,0.5,3.1565891472868217,0.5047591022183855,15.047591022183855,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.8914728682170543,15.047591022183855,False
1536,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,11,1,16-10-2016,12:01:00,2016-10-16 12:01:00,1.0,1.0,4.556589147286822,0.7715286306797688,17.715286306797687,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.8914728682170543,17.715286306797687,False
1537,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,11,1,16-10-2016,12:27:00,2016-10-16 12:27:00,1.0,1.0,4.555555555555555,0.7713316801235035,17.713316801235035,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.8888888888888888,17.713316801235035,False
1538,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,9,1,16-10-2016,13:01:00,2016-10-16 13:01:00,1.0,1.0,3.9555555555555553,0.657001882211482,16.57001882211482,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.8888888888888888,16.57001882211482,False
1539,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,9,1,16-10-2016,13:27:00,2016-10-16 13:27:00,1.0,1.0,3.9565891472868215,0.6571988327677474,16.571988327677474,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.8914728682170543,16.571988327677474,False
1542,BHMBCCTHL01,387,26.14449459,91.73620513,306,bike,low,4,1,16-10-2016,15:01:00,2016-10-16 15:01:00,0.0,0.5,2.116279069767442,0.3065283673373353,13.065283673373354,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.7906976744186046,14.065283673373354,False
1544,BHMBCCTHL01,387,26.14449459,91.73620513,266,car,low,3,1,16-10-2016,15:57:00,2016-10-16 15:57:00,0.0,1.0,2.274935400516796,0.33676027772406275,13.367602777240627,2016-10-16,14.41816799323086,11.38272346579328,12.0,0.6873385012919897,14.367602777240627,False
1546,BHMBCCTHL01,387,26.14449459,91.73620513,91,car,low,1,0,17-10-2016,08:01:00,2016-10-17 08:01:00,0.0,1.0,1.3940568475452197,0.16890916614693904,11.68909166146939,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.2351421188630491,12.68909166146939,False
1547,BHMBCCTHL01,387,26.14449459,91.73620513,109,truck,low,2,0,17-10-2016,08:27:00,2016-10-17 08:27:00,0.0,1.5,2.21266149870801,0.32489400670907687,13.248940067090768,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.28165374677002586,14.248940067090768,False
1549,BHMBCCTHL01,387,26.14449459,91.73620513,162,truck,low,2,0,17-10-2016,09:27:00,2016-10-17 09:27:00,0.0,1.5,2.2674418604651163,0.33533238619113914,13.353323861911392,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.4186046511627907,14.353323861911392,False
1550,BHMBCCTHL01,387,26.14449459,91.73620513,195,car,low,3,0,17-10-2016,10:04:00,2016-10-17 10:04:00,0.0,1.0,2.101550387596899,0.30372182191055436,13.037218219105544,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.5038759689922481,14.037218219105544,False
1554,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,high,7,0,17-10-2016,12:04:00,2016-10-17 12:04:00,1.0,1.0,3.185271317829457,0.5102244801547482,15.102244801547482,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.7131782945736435,15.102244801547482,False
1556,BHMBCCTHL01,387,26.14449459,91.73620513,283,car,high,8,0,17-10-2016,12:57:00,2016-10-17 12:57:00,1.0,1.0,3.49250645994832,0.5687680330046162,15.687680330046163,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.7312661498708011,15.687680330046163,False
1557,BHMBCCTHL01,387,26.14449459,91.73620513,289,bike,high,7,0,17-10-2016,13:31:00,2016-10-17 13:31:00,1.0,0.5,2.6987080103359173,0.4175100057928462,14.175100057928463,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.7467700258397932,14.175100057928463,False
1560,BHMBCCTHL01,387,26.14449459,91.73620513,268,car,high,5,0,17-10-2016,14:57:00,2016-10-17 14:57:00,1.0,1.0,2.5770025839793282,0.39431907779260417,13.943190777926041,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.6925064599483204,13.943190777926041,False
1561,BHMBCCTHL01,387,26.14449459,91.73620513,259,car,low,2,0,17-10-2016,15:31:00,2016-10-17 15:31:00,0.0,1.0,1.8677002583979327,0.2591617585555245,12.591617585555245,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.6692506459948321,13.591617585555245,False
1562,BHMBCCTHL01,387,26.14449459,91.73620513,251,car,low,1,0,17-10-2016,15:57:00,2016-10-17 15:57:00,0.0,1.0,1.5594315245478036,0.20042125514939113,12.00421255149391,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.648578811369509,13.00421255149391,False
1563,BHMBCCTHL01,387,26.14449459,91.73620513,234,car,low,2,0,17-10-2016,16:28:00,2016-10-17 16:28:00,0.0,1.0,1.841860465116279,0.25423799464889135,12.542379946488913,2016-10-17,13.752818951979794,10.628450622260477,12.0,0.6046511627906976,13.542379946488913,False
1564,BHMBCCTHL01,387,26.14449459,91.73620513,154,car,low,2,0,18-10-2016,08:01:00,2016-10-18 08:01:00,0.0,1.0,1.759173126614987,0.23848195014766527,12.384819501476652,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.3979328165374677,13.384819501476652,False
1567,BHMBCCTHL01,387,26.14449459,91.73620513,231,bike,low,2,0,18-10-2016,09:28:00,2016-10-18 09:28:00,0.0,0.5,1.3387596899224805,0.1583723113867441,11.58372311386744,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.5968992248062015,12.58372311386744,False
1568,BHMBCCTHL01,387,26.14449459,91.73620513,283,car,low,2,0,18-10-2016,10:01:00,2016-10-18 10:01:00,0.0,1.0,1.8925064599483203,0.26388857190589227,12.638885719058923,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.7312661498708011,13.638885719058923,False
1569,BHMBCCTHL01,387,26.14449459,91.73620513,309,car,low,3,0,18-10-2016,10:28:00,2016-10-18 10:28:00,0.0,1.0,2.2193798449612405,0.3261741853248015,13.261741853248015,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.7984496124031008,14.261741853248015,False
1573,BHMBCCTHL01,387,26.14449459,91.73620513,336,car,high,7,0,18-10-2016,12:27:00,2016-10-18 12:27:00,1.0,1.0,3.2472868217054263,0.5220415135306677,15.220415135306677,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.8682170542635659,15.220415135306677,False
1574,BHMBCCTHL01,387,26.14449459,91.73620513,339,truck,high,7,0,18-10-2016,13:01:00,2016-10-18 13:01:00,1.0,1.5,3.7503875968992246,0.6179071967928149,16.17907196792815,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.875968992248062,16.17907196792815,False
1575,BHMBCCTHL01,387,26.14449459,91.73620513,339,car,high,7,0,18-10-2016,13:28:00,2016-10-18 13:28:00,1.0,1.0,3.2503875968992246,0.5226323651994637,15.226323651994637,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.875968992248062,15.226323651994637,False
1578,BHMBCCTHL01,387,26.14449459,91.73620513,318,truck,low,2,0,18-10-2016,15:01:00,2016-10-18 15:01:00,0.0,1.5,2.428682170542636,0.36605667296852995,13.6605667296853,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.8217054263565892,13.6605667296853,False
1579,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,low,2,0,18-10-2016,15:27:00,2016-10-18 15:27:00,0.0,1.0,1.9183462532299742,0.26881233581252545,12.688123358125253,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.7958656330749354,13.688123358125253,False
1580,BHMBCCTHL01,387,26.14449459,91.73620513,300,bike,low,2,0,18-10-2016,15:55:00,2016-10-18 15:55:00,0.0,0.5,1.410077519379845,0.17196189976905157,11.719618997690516,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.7751937984496124,12.719618997690516,False
1581,BHMBCCTHL01,387,26.14449459,91.73620513,257,car,low,2,0,18-10-2016,16:27:00,2016-10-18 16:27:00,0.0,1.0,1.8656330749354004,0.2587678574429938,12.587678574429937,2016-10-18,13.646161777982035,11.204062516427587,12.0,0.6640826873385013,13.587678574429937,False
1583,BHMBCCTHL01,387,26.14449459,91.73620513,170,truck,low,2,0,19-10-2016,08:25:00,2016-10-19 08:25:00,0.0,1.5,2.2757105943152456,0.33690799064126176,13.369079906412617,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.4392764857881137,14.369079906412617,False
1584,BHMBCCTHL01,387,26.14449459,91.73620513,206,car,low,2,0,19-10-2016,08:58:00,2016-10-19 08:58:00,0.0,1.0,1.8129198966408269,0.2487233790734622,12.487233790734622,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.5322997416020672,13.487233790734622,False
1585,BHMBCCTHL01,387,26.14449459,91.73620513,254,car,low,2,0,19-10-2016,09:32:00,2016-10-19 09:32:00,0.0,1.0,1.862532299741602,0.25817700577419783,12.581770057741979,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.6563307493540051,13.581770057741979,False
1587,BHMBCCTHL01,387,26.14449459,91.73620513,316,bike,low,3,0,19-10-2016,10:25:00,2016-10-19 10:25:00,0.0,0.5,1.7266149870801033,0.2322780076253075,12.322780076253075,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.8165374677002584,13.322780076253075,False
1591,BHMBCCTHL01,387,26.14449459,91.73620513,341,car,high,7,0,19-10-2016,12:25:00,2016-10-19 12:25:00,1.0,1.0,3.252454780361757,0.5230262663119944,15.230262663119944,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.8811369509043928,15.230262663119944,False
1592,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,8,0,19-10-2016,12:58:00,2016-10-19 12:58:00,1.0,1.0,3.5565891472868216,0.5809789674930664,15.809789674930666,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.8914728682170543,15.809789674930666,False
1593,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,7,0,19-10-2016,13:25:00,2016-10-19 13:25:00,1.0,1.0,3.256589147286822,0.5238140685370557,15.238140685370558,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.8914728682170543,15.238140685370558,False
1595,BHMBCCTHL01,387,26.14449459,91.73620513,343,bike,high,5,0,19-10-2016,14:32:00,2016-10-19 14:32:00,1.0,0.5,2.1545219638242896,0.31381553791915234,13.138155379191524,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.8863049095607235,14.138155379191524,False
1597,BHMBCCTHL01,387,26.14449459,91.73620513,327,car,low,3,0,19-10-2016,15:32:00,2016-10-19 15:32:00,0.0,1.0,2.2379844961240307,0.32971929533757727,13.297192953375774,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.8449612403100775,14.297192953375774,False
1598,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,low,2,0,19-10-2016,15:59:00,2016-10-19 15:59:00,0.0,1.0,1.9183462532299742,0.26881233581252545,12.688123358125253,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.7958656330749354,13.688123358125253,False
1599,BHMBCCTHL01,387,26.14449459,91.73620513,280,car,low,2,0,19-10-2016,16:25:00,2016-10-19 16:25:00,0.0,1.0,1.889405684754522,0.2632977202370963,12.632977202370963,2016-10-19,13.427440479932958,10.799033563901897,12.0,0.7235142118863049,13.632977202370963,False
1600,BHMBCCTHL01,387,26.14449459,91.73620513,52,truck,low,1,0,22-10-2016,07:59:00,2016-10-22 07:59:00,0.0,1.5,1.8537467700258397,0.25650292604594255,12.565029260459426,2016-10-22,13.159950526874812,10.613648072746486,12.0,0.1343669250645995,13.565029260459426,False
1601,BHMBCCTHL01,387,26.14449459,91.73620513,57,bike,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,0.0,0.5,1.1589147286821704,0.12410291459657743,11.241029145965776,2016-10-22,13.159950526874812,10.613648072746486,12.0,0.14728682170542637,12.241029145965776,False
1603,BHMBCCTHL01,387,26.14449459,91.73620513,89,car,low,2,0,22-10-2016,09:26:00,2016-10-22 09:26:00,0.0,1.0,1.6919896640826875,0.22568016399041915,12.256801639904191,2016-10-22,13.159950526874812,10.613648072746486,12.0,0.22997416020671835,13.256801639904191,False
1604,BHMBCCTHL01,387,26.14449459,91.73620513,119,bike,low,2,0,22-10-2016,09:59:00,2016-10-22 09:59:00,0.0,0.5,1.2229974160206718,0.13631384908502764,11.363138490850275,2016-10-22,13.159950526874812,10.613648072746486,12.0,0.30749354005167956,12.363138490850275,False
1605,BHMBCCTHL01,387,26.14449459,91.73620513,137,car,low,2,0,22-10-2016,10:26:00,2016-10-22 10:26:00,0.0,1.0,1.7416020671834627,0.23513379069115478,12.351337906911548,2016-10-22,13.159950526874812,10.613648072746486,12.0,0.35400516795865633,13.351337906911548,False
1610,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,high,8,0,22-10-2016,12:59:00,2016-10-22 12:59:00,1.0,1.0,3.545219638242894,0.5788125113741478,15.788125113741478,2016-10-22,13.159950526874812,10.613648072746486,12.0,0.8630490956072352,15.788125113741478,False
1611,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,7,0,22-10-2016,13:32:00,2016-10-22 13:32:00,1.0,1.0,3.2555555555555555,0.5236171179807904,15.236171179807902,2016-10-22,13.159950526874812,10.613648072746486,12.0,0.8888888888888888,15.236171179807902,False
1614,BHMBCCTHL01,387,26.14449459,91.73620513,343,bike,high,5,0,22-10-2016,14:59:00,2016-10-22 14:59:00,1.0,0.5,2.1545219638242896,0.31381553791915234,13.138155379191524,2016-10-22,13.159950526874812,10.613648072746486,12.0,0.8863049095607235,14.138155379191524,False
1615,BHMBCCTHL01,387,26.14449459,91.73620513,340,car,low,3,0,22-10-2016,15:26:00,2016-10-22 15:26:00,0.0,1.0,2.251421188630491,0.3322796525690266,13.322796525690265,2016-10-22,13.159950526874812,10.613648072746486,12.0,0.8785529715762274,13.322796525690265,False
1617,BHMBCCTHL01,387,26.14449459,91.73620513,304,truck,low,2,0,22-10-2016,16:26:00,2016-10-22 16:26:00,0.0,1.5,2.4142118863049093,0.3632993651808153,13.632993651808153,2016-10-22,13.159950526874812,10.613648072746486,12.0,0.7855297157622739,13.632993651808153,False
1618,BHMBCCTHL01,387,26.14449459,91.73620513,67,car,low,2,1,23-10-2016,07:59:00,2016-10-23 07:59:00,0.0,1.0,1.7692506459948318,0.24040221807125217,12.404022180712522,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.1731266149870801,13.404022180712522,False
1619,BHMBCCTHL01,387,26.14449459,91.73620513,73,car,low,2,1,23-10-2016,08:26:00,2016-10-23 08:26:00,0.0,1.0,1.775452196382429,0.2415839214088442,12.415839214088443,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.18863049095607234,13.415839214088443,False
1620,BHMBCCTHL01,387,26.14449459,91.73620513,89,car,low,2,1,23-10-2016,08:59:00,2016-10-23 08:59:00,0.0,1.0,1.7919896640826873,0.24473513030908936,12.447351303090894,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.22997416020671835,13.447351303090894,False
1621,BHMBCCTHL01,387,26.14449459,91.73620513,101,bike,low,2,1,23-10-2016,09:26:00,2016-10-23 09:26:00,0.0,0.5,1.304392764857881,0.15182370539092202,11.51823705390922,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.26098191214470284,12.51823705390922,False
1623,BHMBCCTHL01,387,26.14449459,91.73620513,156,car,low,4,1,23-10-2016,10:26:00,2016-10-23 10:26:00,0.0,1.0,2.4612403100775193,0.3722606154908877,13.722606154908876,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.40310077519379844,14.722606154908876,False
1625,BHMBCCTHL01,387,26.14449459,91.73620513,272,car,high,10,1,23-10-2016,11:26:00,2016-10-23 11:26:00,1.0,1.0,4.181136950904392,0.6999863411163892,16.999863411163894,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.7028423772609819,16.999863411163894,False
1627,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,11,1,23-10-2016,12:26:00,2016-10-23 12:26:00,1.0,1.0,4.556589147286822,0.7715286306797688,17.715286306797687,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.8914728682170543,17.715286306797687,False
1628,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,10,1,23-10-2016,13:06:00,2016-10-23 13:06:00,1.0,1.0,4.256589147286822,0.7143637317237582,17.14363731723758,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.8914728682170543,17.14363731723758,False
1629,BHMBCCTHL01,387,26.14449459,91.73620513,345,truck,high,10,1,23-10-2016,13:26:00,2016-10-23 13:26:00,1.0,1.5,4.756589147286822,0.8096385633171095,18.096385633171096,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.8914728682170543,18.096385633171096,False
1633,BHMBCCTHL01,387,26.14449459,91.73620513,341,bike,low,4,1,23-10-2016,15:26:00,2016-10-23 15:26:00,0.0,0.5,2.152454780361757,0.31342163680662166,13.134216368066216,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.8811369509043928,14.134216368066216,False
1635,BHMBCCTHL01,387,26.14449459,91.73620513,292,car,low,3,1,23-10-2016,16:26:00,2016-10-23 16:26:00,0.0,1.0,2.301808785529716,0.3418809921869612,13.418809921869613,2016-10-23,14.048505946971767,10.826097139253053,12.0,0.7545219638242894,14.418809921869613,False
1636,BHMBCCTHL01,387,26.14449459,91.73620513,52,car,low,1,0,24-10-2016,07:56:00,2016-10-24 07:56:00,0.0,1.0,1.3537467700258397,0.16122809445259131,11.612280944525912,2016-10-24,13.643323273069495,10.697865947463313,12.0,0.1343669250645995,12.612280944525912,False
1638,BHMBCCTHL01,387,26.14449459,91.73620513,116,bike,low,3,0,24-10-2016,09:03:00,2016-10-24 09:03:00,0.0,0.5,1.5198966408268733,0.19288789637224238,11.928878963722426,2016-10-24,13.643323273069495,10.697865947463313,12.0,0.2997416020671835,12.928878963722426,False
1639,BHMBCCTHL01,387,26.14449459,91.73620513,130,car,low,2,0,24-10-2016,09:30:00,2016-10-24 09:30:00,0.0,1.0,1.7343669250645994,0.23375513679729745,12.337551367972974,2016-10-24,13.643323273069495,10.697865947463313,12.0,0.3359173126614987,13.337551367972974,False
1640,BHMBCCTHL01,387,26.14449459,91.73620513,145,car,low,2,0,24-10-2016,09:55:00,2016-10-24 09:55:00,0.0,1.0,1.7498708010335917,0.23670939514127734,12.367093951412773,2016-10-24,13.643323273069495,10.697865947463313,12.0,0.37467700258397935,13.367093951412773,False
1644,BHMBCCTHL01,387,26.14449459,91.73620513,242,car,high,7,0,24-10-2016,12:02:00,2016-10-24 12:02:00,1.0,1.0,3.1501291989664084,0.5035281612417272,15.035281612417272,2016-10-24,13.643323273069495,10.697865947463313,12.0,0.6253229974160207,15.035281612417272,False
1645,BHMBCCTHL01,387,26.14449459,91.73620513,272,car,high,8,0,24-10-2016,12:30:00,2016-10-24 12:30:00,1.0,1.0,3.4811369509043923,0.5666015768856976,15.666015768856976,2016-10-24,13.643323273069495,10.697865947463313,12.0,0.7028423772609819,15.666015768856976,False
1647,BHMBCCTHL01,387,26.14449459,91.73620513,301,car,high,7,0,24-10-2016,13:30:00,2016-10-24 13:30:00,1.0,1.0,3.2111111111111112,0.5151482440613814,15.151482440613812,2016-10-24,13.643323273069495,10.697865947463313,12.0,0.7777777777777778,15.151482440613812,False
1651,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,low,2,0,24-10-2016,15:32:00,2016-10-24 15:32:00,0.0,1.0,1.8852713178294573,0.262509918012035,12.62509918012035,2016-10-24,13.643323273069495,10.697865947463313,12.0,0.7131782945736435,13.62509918012035,False
1653,BHMBCCTHL01,387,26.14449459,91.73620513,229,car,low,2,0,24-10-2016,16:33:00,2016-10-24 16:33:00,0.0,1.0,1.8366925064599484,0.2532532418675647,12.532532418675647,2016-10-24,13.643323273069495,10.697865947463313,12.0,0.5917312661498708,13.532532418675647,False
1654,BHMBCCTHL01,387,26.14449459,91.73620513,118,truck,low,2,0,25-10-2016,08:00:00,2016-10-25 08:00:00,0.0,1.5,2.2219638242894058,0.3266665617154648,13.266665617154647,2016-10-25,13.580123753416295,10.628450622260477,12.0,0.3049095607235142,14.266665617154647,False
1655,BHMBCCTHL01,387,26.14449459,91.73620513,133,car,low,1,0,25-10-2016,08:26:00,2016-10-25 08:26:00,0.0,1.0,1.437467700258398,0.1771810895100827,11.771810895100828,2016-10-25,13.580123753416295,10.628450622260477,12.0,0.34366925064599485,12.771810895100828,False
